name,constituency,session
Mehmet Neşet Özercan,Aksaray,2
Mehmet Niyazi Ramazanoğlu,Mersin,2
Mehmet Nuhoğlu,Bolu,2
Mehmet Nurettin Akkın,Maraş,2
Mehmet Nuri Budak,Diyarbekir,2
Mehmet Nuri Conker,Kütahya,2
Mehmet Ragıp Akça,Kocaeli,2
Mehmet Rahmi Eyüboğlu,Trabzon,2
Mehmet Recai Baykal,Ordu,2
Mehmet Refet Ülgen,Urfa,2
Mehmet Rıza Dinçay,Kütahya,2
Mehmet Sabit Sağıroğlu,Erzincan,2
Mehmet Sabri Toprak,Saruhan (Manisa),2
Mehmet Sadık,Afyonkarahisar,2
Mehmet Şükrü Gülez,Bolu,2
Mehmet Şükrü Yaşin,Biga,2
Mehmet Tahsin Hüdayioğlu,Maraş,2
Mehmet Vehbi Bolak,Karesi (Balıkesir),2
Mehmet Yaşar Özey,Saruhan (Manisa),2
Mehmet Zülfü Tigrel,Diyarbekir,2
Mithat Aydın,Aydın,2
Muammer Bey,Sivas,2
Muhittin Başay,Bitlis,2
Muhittin Çöteli,Elaziz (Elazığ),2
Muhittin Temoçin,Genç,2
Münip Boya,Van,2
Münir Hüsrev Göle,Erzurum,2
Musa Kazım Okay,Giresun,2
Musa Kazım Onar,Konya,2
Musa Kazım Tunç,Afyonkarahisar,2
Mustafa Cantekin,Çorum,2
Mustafa Fehmi Gerçeker,Bursa,2
Mustafa Ferit Arsan,Gaziantep,2
Mustafa Fevzi Sarhan,Saruhan (Manisa),2
Mustafa Feyzi Karaağaç,Konya,2
Mustafa Hilmi Çayırlıoğlu,Ankara,2
Mustafa Kamil Dursun,İzmir,2
Mustafa Kemal Atatürk,Ankara,2
Mustafa Kerem,Kocaeli,2
Mustafa Necati Uğural,İzmir,2
Mustafa Rahmi Köken,İzmir,2
Mustafa Sabri Süsoy,Tokat,2
Mustafa Şeref Özkan,Burdur,2
Mustafa Solmaz,Elaziz (Elazığ),2
Mustafa Ulusan,Konya,2
Necati Kurtuluş,Bursa,2
Necip Ali Küçüka,Denizli,2
Necmeddin Molla Kocataş,Kastamonu,2
Nuh Naci Yazgan,Kayseri,2
Ömer Mümtaz Tambi,Ankara,2
Ömer Şevki Purut,Sivas,2
Ömer Tarım,Kars,2
Osman Kadri Bingöl,Muş,2
Osman Niyazi Burcu,Karesi (Balıkesir),2
Osman Nuri Özpay,Bursa,2
Osmanbey Selmen,Amasya,2
Ragıp Soysal,Kütahya,2
Raif Dinç,Erzurum,2
Rasih Kaplan,Antalya,2
Rasim Başara,Sivas,2
Rasim Celalettin Öztekin,Ertuğrul (Bilecik),2
Rauf Benli,Rize,2
Recep Peker,Kütahya,2
Recep Zühtü Soyak,Sinop,2
Refet Bele,İstanbul,2
Refet Topçuoğlu,Urfa,2
Refik Koraltan,Konya,2
Refik Saydam,İstanbul,2
Remzi Güres,Gaziantep,2
Reşat Kayalı,Saruhan (Manisa),2
Reşit Ağar,Malatya,2
Reşit Galip,Aydın,2
Rıza Kotan,Muş,2
Rıza Nur,Sinop,2
Ruşen Eşref Ünaydın,Afyonkarahisar,2
Rüştü Paşa,Erzurum,2
Sabit Gözügeçgel,Kayseri,2
Saffet Arıkan,Kocaeli,2
Saffet Kemaleddin Yetkin,Urfa,2
Saim Uzel,Saruhan (Manisa),2
Sakallı Nurettin,Bursa,2
Şakir Kesebir,Çatalca,2
Şakir Kınacı,Ankara,2
Salih Bozok,Bozok (Yozgat),2
Samih Yalnızgil,Biga,2
Şefik Baydar,Bayazıt (Doğubeyazıt),2
Şemsettin Günaltay,Sivas,2
Şevket Ödül,Kırklareli,2
Seyfi Aydın,Kütahya,2
Seyyid Bey,İzmir,2
Sofrasur Asizade Resul Bey,Bitlis,2
Şükrü Kaya,Menteşe (Muğla),2
Şükrü Naili Gökberk,Kırklareli,2
Şükrü Saracoğlu,İzmir,2
Süleyman Karakaya,Elaziz (Elazığ),2
Süleyman Necmi Selmen,Canik (Samsun),2
Süleyman Sırrı Aral,İstanbul,2
Süleyman Sırrı Gedik,Trabzon,2
Süleyman Sırrı İçöz,Bozok (Yozgat),2
Süleyman Sudi Acarbay,Bayazıt (Doğubeyazıt),2
Şuuri Hoşafcı,Karesi (Balıkesir),2
Tahir Karadeniz,Giresun,2
Talat Özüdoğru,Canik (Samsun),2
Talat Sönmez,Ardahan,2
Tevfik Fikret Sılay,Konya,2
Tevfik Kamil Koperler,İstanbul,2
Tevfik Marlalı,İçel (Silifke),2
Tevfik Rüştü Aras,İzmir,2
Tunalı Hilmi,Zonguldak,2
Vehbi Çorakçı,Aksaray,2
Veled Çelebi İzbudak,Kastamonu,2
Veysel Rıza Zarbun,Gümüşhane,2
Yahya Galip Kargı,Kırşehir,2
Yahya Kemal Beyatlı,Urfa,2
Yakup Kadri Karaosmanoğlu,Mardin,2
Yunus Nadi Abalıoğlu,Menteşe (Muğla),2
Yusuf Akçora,İstanbul,2
Yusuf Başkaya,Denizli,2
Yusuf Kemal Tengirşenk,Sinop,2
Yusuf Ziya Başara,Sivas,2
Yusuf Ziya İsfendiyaroğlu,Kangırı (Çankırı),2
Yusuf Ziya Özenci,Zonguldak,2
Zekai Apaydın,Aydın,2
Zeki Kadirbeyoğlu,Gümüşhane,2
Ziya Gökalp,Diyarbekir,2
Ziya Karamürsel,İstanbul,2
Ziyaeddin Gözübüyük,Erzurum,2
Abdülhak Fırat,Erzincan,3
Abdülhak Hamit Tarhan,İstanbul,3
Abdülkadir Emirmahmutoğlu,Maraş,3
Abdullah Okyay,Trabzon,3
Abdülmuttalip Öker,Malatya,3
Abdürrahman Rahmi Katoğlu,Sivas,3
Abdürrezzak Şatana,Mardin,3
Ahmed Mükerrem Karaağaç,Isparta,3
Ahmet Ağaoğlu,Kars,3
Ahmet Besim Atalay,Aksaray,3
Ahmet Cemal Tunca,Antalya,3
Ahmet Enver Özgen,İzmir,3
Ahmet Esat Uras,Amasya,3
Ahmet Fikri Tüzer,Erzurum,3
Ahmet Fuat Bulca,Rize,3
Ahmet Hamdi Altıok,Yozgat,3
Ahmet Hamdi Denizmen,İstanbul,3
Ahmet Hamdi Dikmen,Konya,3
Ahmet Hamdi Ülkümen,Trabzon,3
Ahmet Hamdi Yalman,Ordu,3
Ahmet Hazım Börekçi,Kırşehir,3
Ahmet Hilmi Kalaç,Kayseri,3
Ahmet Mithat Kalabalık,Diyarbakır,3
Ahmet Mithat Kalabalık,Manisa,3
Ahmet Münir Akkaya,İzmir,3
Ahmet Münir Erhan,Bursa,3
Ahmet Nurettin Berkol,İstanbul,3
Ahmet Ragıp Özdemiroğlu,Zonguldak,3
Ahmet Rasim Arık,İstanbul,3
Ahmet Sadri Hattuza,Kars,3
Ahmet Saffet Ohkay,Elaziz (Elazığ),3
Ahmet Saki Derin,Antalya,3
Ahmet Şevket Akyazı,Ordu,3
Ahmet Talat Onay,Çankırı,3
Ahmet Ziya Tonguç,Çorum,3
Akif Akyüz,Rize,3
Akif Öztürk,Manisa,3
Ali Cenani,Gaziantep,3
Ali Çetinkaya,Afyonkarahisar,3
Ali Fethi Okyar,Gümüşhane,3
Ali Galip Yenen,Niğde,3
Ali Haydar Çerçel,Afyonkarahisar,3
Ali Haydar Öktem,Denizli,3
Ali Haydar Yuluğ,İstanbul,3
Ali Kılıç,Gaziantep,3
Ali Kütükçüoğlu,Ankara,3
Ali Münif Yeğenağa,Mersin,3
Ali Nazmi Özügür,Muğla,3
Ali Pulat,Trabzon,3
Ali Rana Tarhan,Samsun,3
Ali Rıza Bebek,Cebel-i Bereket (Osmaniye),3
Ali Rıza Bey,Kastamonu,3
Ali Rıza Erten,Mardin,3
Ali Saip Ursavaş,Urfa,3
Ali Şefik Başman,Trabzon,3
Ali Şevket Çolak,Giresun,3
Ali Şevki Berker,Tokat,3
Ali Ulvi Bayrakdar,Eskişehir,3
Ali Zırh,Rize,3
Arif Sayıl,Trabzon,3
Asaf İlbay,Bilecik,3
Asaf Süleyman Doras,Bursa,3
Asım Möhördaroğlu,Erzurum,3
Asım Sirel,Samsun,3
Asım Us,Artvin,3
Ata Atalay,Niğde,3
Aziz Samih İlter,Erzincan,3
Bahri Sarıtepe,Manisa,3
Behiç Erkin,İstanbul,3
Bekir Lütfi Çiftçi,Tokat,3
Burhanettin Binzet,Kayseri,3
Celâl Bayar,İzmir,3
Celal Nuri İleri,Tekirdağ,3
Celal Sahir Erozan,Zonguldak,3
Cemal Dolunay,Kastamonu,3
Cemal Hüsnü Taray,Gümüşhane,3
Cemil Arıcan,Bolu,3
Cemil Uybadın,Tekirdağ,3
Cevat Abbas Gürer,Bolu,3
Cevdet Barlas,Kütahya,3
Damar Arıkoğlu,Adana,3
Edip Servet Tör,İstanbul,3
Emin Aslan Tokat,Denizli,3
Emin Cemal Suda,Bolu,3
Emin Fikri Eralp,Aydın,3
Emin İnan,Balıkesir,3
Emin Sazak,Eskişehir,3
Esat Özoğuz,Rize,3
Esat Sagay,Bursa,3
Ethem Tuncay,Samsun,3
Fahrettin Tiritoğlu,Balıkesir,3
Faik Kaltakkıran,Edirne,3
Faik Öztrak,Tekirdağ,3
Faik Permek,Kars,3
Falih Rıfkı Atay,Bolu,3
Fazıl Ahmet Aykaç,Elaziz (Elazığ),3
Ferit Celal Güven,Urfa,3
Fikret Onuralp,Bilecik,3
Fuat Ağralı,İstanbul,3
Fuat Gökbudak,Konya,3
Fuat Umay,Kırklareli,3
Hacı Bedir Fırat,Kars,3
Hacı Bekir Sümer,Konya,3
Hacı Hüseyin Öklem,İzmir,3
Hacim Muhittin Çarıklı,Giresun,3
Hafız Emin İnankur,İçel (Silifke),3
Hafız İbrahim Demiralay,Isparta,3
Hafız Mehmet Şahin,Gaziantep,3
Hakkı Tarık Us,Giresun,3
Hakkı Ungan,Van,3
Halil Boztepe,Gümüşhane,3
Halil Hulki Ayrım,Siirt,3
Halil İbrahim Nakıpoğlu,Konya,3
Halil Sıtkı Kumru,Ordu,3
Halil Türkmen,Zonguldak,3
Halit Bayrak,Bayazıt (Doğubeyazıt),3
Halit Ferit Mıhcıoğlu,Ankara,3
Halit Mazhar Karakaya,Kayseri,3
Halit Mengi,Niğde,3
Halit Onaran,Kars,3
Hamdi Aksoy,İzmir,3
Hamdullah Suphi Tanrıöver,İstanbul,3
Hasan Cavit Belül,Rize,3
Hasan Cemil Çambel,Bolu,3
Hasan Fahri Güler,Ordu,3
Hasan Fehmi Ataç,Gümüşhane,3
Hasan Fehmi Tümerkan,Kastamonu,3
Hasan Ferit Perker,Kayseri,3
Hasan Hayri Tan,Edirne,3
Hasan Pırıltı,Antalya,3
Hasan Refet Canıtez,Bursa,3
Hasan Saka,Trabzon,3
Hasan Tahsin Berk,Elaziz (Elazığ),3
Hasan Tahsin San,Aydın,3
Hasan Tahsin Uzer,Erzurum,3
Hayrettin Karan,Balıkesir,3
Hilmi Oytaç,Malatya,3
Hilmi Uran,Adana,3
Hüseyin Avni Aktulga,Samsun,3
Hüseyin Avni Zaimler,Cebel-i Bereket (Osmaniye),3
Hüseyin Aziz Akyürek,Erzurum,3
Hüseyin Gökçelik,Elaziz (Elazığ),3
Hüseyin Hüsnü Konay,Konya,3
Hüseyin Hüsnü Özdamar,Isparta,3
Hüseyin Hüsnü Sarı,Tokat,3
Hüseyin Kavalalı,İstanbul,3
Hüseyin Vasıf Çınar,İzmir,3
Hüsnü Kortel,Zonguldak,3
İbrahim Alaettin Gövsa,Sivas,3
İbrahim Arvas,Hakkâri,3
İbrahim Çolak,Bilecik,3
İbrahim Hakkı Tolon,Kocaeli,3
İbrahim Kazım Tahtakılıç,Kütahya,3
İbrahim Süreyya Yiğit,Kocaeli,3
İbrahim Talî Öngören,Diyarbakır,3
İhsan Eryavuz,Cebel-i Bereket (Osmaniye),3
İhsan Pehlivanlı,Ankara,3
İhsan Sökmen,İstanbul,3
İhsan Tav,Bayazıt (Doğubeyazıt),3
İlyas Sami Muş,Bitlis,3
İrfan Ferit Alpaya,Mardin,3
İshak Işıtman,Diyarbakır,3
İsmail Besim Ardakut,Eskişehir,3
İsmail Çamaş,Ordu,3
İsmail Hakkı Altan,Kayseri,3
İsmail Hakkı Erel,İstanbul,3
İsmail Hakkı Kılıçoğlu,Kocaeli,3
İsmail Hakkı Mumcu,Amasya,3
İsmail Hakkı Muşkara,Kütahya,3
İsmail Hakkı Ramazanoğlu,Mersin,3
İsmail Hakkı Uzunçarşılı,Balıkesir,3
İsmail Kemal Alpsar,Çorum,3
İsmail Sabuncu,Şebinkarahisar,3
İsmet Eker,Çorum,3
İsmet İnönü,Malatya,3
İzzet Akosman,Afyonkarahisar,3
İzzet Ulvi Aykurt,Afyonkarahisar,3
Kadri Ramazanoğlu,Adana,3
Kâzım Özalp,Balıkesir,3
Kazım Samanlı,Denizli,3
Kazım Sevüktekin,Diyarbakır,3
Kemal Gürol,Manisa,3
Kemal Zaim Sunel,Konya,3
Kemalettin Olpak,Kocaeli,3
Lütfi Müfit Özdeş,Kırşehir,3
Mahmut Esat Bozkurt,İzmir,3
Mahmut Faik Soylu,Niğde,3
Mahmut Nedim Soydan,Siirt,3
Mahmut Nedim Zabcı,Malatya,3
Mahmut Odabaşı,Urfa,3
Mazhar Germen,Aydın,3
Mazhar Müfit Kansu,Denizli,3
Mehmed Refik Kakmacı,Sinop,3
Mehmet Ali Okar,Artvin,3
Mehmet Atıf Tüzün,Rize,3
Mehmet Avni Doğan,Yozgat,3
Mehmet Bahaettin Öngören,Kars,3
Mehmet Dinç,Çanakkale,3
Mehmet Emin Yurdakul,Şebinkarahisar,3
Mehmet Emir,Balıkesir,3
Mehmet Erten,Maraş,3
Mehmet Fazıl Tümtürk,Malatya,3
Mehmet Hakkı Saydam,İçel (Silifke),3
Mehmet Kani Karaosmanoğlu,Manisa,3
Mehmet Kusun,Adana,3
Mehmet Mithat Alan,Maraş,3
Mehmet Mühto,Kastamonu,3
Mehmet Münir Çağıl,Çorum,3
Mehmet Nafiz Aktin,Amasya,3
Mehmet Nafiz Dumlu,Erzurum,3
Mehmet Naim Onat,Konya,3
Mehmet Naki Yücekök,Elaziz (Elazığ),3
Mehmet Nazif Sirel,Zonguldak,3
Mehmet Neşet Özercan,Aksaray,3
Mehmet Niyazi Erenli,Kütahya,3
Mehmet Nurettin Akkın,Maraş,3
Mehmet Nuri Conker,Kütahya,3
Mehmet Nuri Tuna,Muğla,3
Mehmet Nuri Ural,Mardin,3
Mehmet Ragıp Akça,Kocaeli,3
Mehmet Recai Baykal,Ordu,3
Mehmet Refet Ülgen,Urfa,3
Mehmet Rifat Ünür,Çankırı,3
Mehmet Rifat Vardar,Zonguldak,3
Mehmet Rıza Dinçay,Isparta,3
Mehmet Rüştü Bekit,Diyarbakır,3
Mehmet Sabri Toprak,Cebel-i Bereket (Osmaniye),3
Mehmet Sabri Toprak,Manisa,3
Mehmet Sadık Deniz,Balıkesir,3
Mehmet Şevket Erdoğan,Gümüşhane,3
Mehmet Şükrü Gülez,Bolu,3
Mehmet Şükrü Yaşin,Çanakkale,3
Mehmet Tevfik Yücel,Şebinkarahisar,3
Mehmet Ülkü,Balıkesir,3
Mehmet Yaşar Özey,Manisa,3
Mehmet Zühtü Durukan,Konya,3
Mithat Aydın,Aydın,3
Muhittin Başay,Bitlis,3
Muhittin Çöteli,Elaziz (Elazığ),3
Muhittin Temoçin,Bitlis,3
Muhlis Erkmen,Bursa,3
Münip Boya,Van,3
Musa Kazım Gürel,Aksaray,3
Musa Kazım Okay,Giresun,3
Musa Kazım Onar,Konya,3
Musa Kazım Tunç,Afyonkarahisar,3
Mustafa Abdülhalik Renda,Çankırı,3
Mustafa Cantekin,Çorum,3
Mustafa Fehmi Gerçeker,Bursa,3
Mustafa Ferit Arsan,Gaziantep,3
Mustafa Fevzi Sarhan,Manisa,3
Mustafa Kamil Dursun,İzmir,3
Mustafa Kemal Atatürk,Ankara,3
Mustafa Necati Uğural,İzmir,3
Mustafa Rahmi Köken,İzmir,3
Mustafa Reşit Özsoy,Kayseri,3
Mustafa Sabri Süsoy,Tokat,3
Mustafa Şeref Özkan,Burdur,3
Mustafa Solmaz,Elaziz (Elazığ),3
Mustafa Ulusan,Konya,3
Naci Eldeniz,Cebel-i Bereket (Osmaniye),3
Nafi Atuf Kansu,Erzurum,3
Nahit Kerven,Kırklareli,3
Necip Ali Küçüka,Denizli,3
Necip Asım Yazıksız,Erzurum,3
Necmettin Sadık Sadak,Sivas,3
Nevzat Tandoğan,Konya,3
Nusret Sadullah Ayaşlı,Samsun,3
Osman Erçin,Manisa,3
Osman Niyazi Burcu,Balıkesir,3
Ragıp Soysal,Kütahya,3
Rasih Kaplan,Antalya,3
Rasim Başara,Sivas,3
Rasim Celalettin Öztekin,Bilecik,3
Recep Peker,Kütahya,3
Recep Zühtü Soyak,Sinop,3
Refet Topçuoğlu,Urfa,3
Refik Güran,Bursa,3
Refik Ilgaz,Kastamonu,3
Refik Koraltan,Konya,3
Refik Saydam,İstanbul,3
Remzi Çiner,Sivas,3
Remzi Güres,Gaziantep,3
Reşit Ağar,Gaziantep,3
Reşit Galip,Aydın,3
Reşit Saffet Atabinen,Kocaeli,3
Rifat Araz,Ankara,3
Ruşen Eşref Ünaydın,Afyonkarahisar,3
Saffet Arıkan,Erzincan,3
Saim Uzel,Manisa,3
Sait Bey,Eskişehir,3
Şakir Kesebir,Edirne,3
Şakir Kınacı,Ankara,3
Salah Yargı,Kocaeli,3
Salih Bozok,Yozgat,3
Salih Süreyya Gençağa,Tokat,3
Salih Vahit Eroğlu,Burdur,3
Sami Çölgeçen,Ankara,3
Samih Yalnızgil,Çanakkale,3
Şefik Baydar,Bayazıt (Doğubeyazıt),3
Şefik Lütfi Başman,Bursa,3
Şemsettin Günaltay,Sivas,3
Senih Bey,Bursa,3
Şevket Ödül,Kırklareli,3
Şükrü Kaya,Muğla,3
Şükrü Saracoğlu,İzmir,3
Süleyman Adil Okuldaş,Samsun,3
Süleyman Daniş Eyüboğlu,Trabzon,3
Süleyman Şevket Demirman,Antalya,3
Süleyman Sırrı Gedik,Trabzon,3
Süleyman Sırrı İçöz,Yozgat,3
Süreyya İlmen,İstanbul,3
Şuuri Hoşafcı,Balıkesir,3
Tahir Karadeniz,Giresun,3
Tahsin Çoşkan,Yozgat,3
Talat Sönmez,Ankara,3
Tevfik Fikret Sılay,Konya,3
Tevfik Kamil Koperler,İstanbul,3
Tevfik Rüştü Aras,İzmir,3
Tunalı Hilmi,Zonguldak,3
Vasıf Çinay,Malatya,3
Veled Çelebi İzbudak,Kastamonu,3
Yahya Galip Kargı,Kırşehir,3
Yakup Kadri Karaosmanoğlu,Mardin,3
Yunus Nadi Abalıoğlu,Muğla,3
Yusuf Akçora,İstanbul,3
Yusuf Başkaya,Denizli,3
Yusuf Behçet Gücer,Maraş,3
Yusuf Kemal Tengirşenk,Sinop,3
Yusuf Ziya Başara,Sivas,3
Yusuf Ziya İsfendiyaroğlu,Çankırı,3
Zekai Apaydın,Diyarbakır,3
Zeki Mesut Alsan,Edirne,3
Ziya Gevher Etili,Çanakkale,3
Ziya Karamürsel,İstanbul,3
Abdülhak Fırat,Erzincan,4
Abdülhak Hamit Tarhan,İstanbul,4
Abdülkadir Emirmahmutoğlu,Maraş,4
Abdülmuttalip Öker,Malatya,4
Abdürrahman Rahmi Katoğlu,Sivas,4
Abdürrezzak Şatana,Mardin,4
Adnan Menderes,Aydın,4
Ahmed Mükerrem Karaağaç,Isparta,4
Ahmet Besim Atalay,Aksaray,4
Ahmet Cemal Tunca,Antalya,4
Ahmet Cevat Emre,Çanakkale,4
Ahmet Cevdet Taflıoğlu,Yozgat,4
Ahmet Esat Uras,Amasya,4
Ahmet Fikri Tüzer,Erzurum,4
Ahmet Fuat Bulca,Rize,4
Ahmet Hamdi Altıok,Yozgat,4
Ahmet Hamdi Denizmen,İstanbul,4
Ahmet Hamdi Dikmen,Konya,4
Ahmet Hamdi Gürsoy,İstanbul,4
Ahmet Hamdi Ongun,Mersin,4
Ahmet Hamdi Ülkümen,Trabzon,4
Ahmet Hamdi Yalman,Niğde,4
Ahmet Hazım Börekçi,Kırşehir,4
Ahmet Hilmi Kalaç,Kayseri,4
Ahmet İhsan Tokgöz,Niğde,4
Ahmet Kemalettin Turan,Isparta,4
Ahmet Muhtar Mollaoğlu,Kastamonu,4
Ahmet Münir Akkaya,Giresun,4
Ahmet Özdemir,Eskişehir,4
Ahmet Ragıp Özdemiroğlu,Zonguldak,4
Ahmet Rasim Arık,İstanbul,4
Ahmet Saffet Ohkay,Elazığ,4
Ahmet Şevket Akyazı,Niğde,4
Ahmet Sungur,Zonguldak,4
Ahmet Sungur,Yozgat,4
Ahmet Süreyya Örgeevren,Aksaray,4
Ahmet Talat Onay,Çankırı,4
Ahmet Tevfik Şatır,Kayseri,4
Ahmet Uluçay,Ordu,4
Ahmet Vasfi Şenözen,Balıkesir,4
Akif Akyüz,Rize,4
Alaattin Tiritoğlu,Kütahya,4
Alaettin Cemil Topçubaşı,İstanbul,4
Ali Barlas,İstanbul,4
Ali Behçet Günay,Urfa,4
Ali Canip Yöntem,Niğde,4
Ali Çetinkaya,Afyonkarahisar,4
Ali Dikmen,Kocaeli,4
Ali Fuat Cebesoy,Konya,4
Ali Galip Yenen,Ordu,4
Ali Haydar Aksoy,Konya,4
Ali Haydar Çerçel,Afyonkarahisar,4
Ali Haydar Öktem,Denizli,4
Ali Haydar Uçgun,Antalya,4
Ali Kılıç,Gaziantep,4
Ali Kütükçüoğlu,Ankara,4
Ali Münif Yeğenağa,Adana,4
Ali Muzaffer Göker,Konya,4
Ali Rana Tarhan,İstanbul,4
Ali Rıza Arıbaş,Aksaray,4
Ali Rıza Bey,Kastamonu,4
Ali Rıza Erten,Mardin,4
Ali Saip Ursavaş,Urfa,4
Ali Şevket Çolak,Giresun,4
Ali Seydi Armaner,Trabzon,4
Ali Zırh,Rize,4
Asaf Süleyman Doras,Bursa,4
Asım Möhördaroğlu,Erzurum,4
Asım Sirel,Samsun,4
Asım Us,Artvin,4
Aziz Işık,Samsun,4
Aziz Samih İlter,Erzincan,4
Bekir Kayalı,Çorum,4
Bekir Lütfi Çiftçi,Tokat,4
Cafer Sayılır,Eskişehir,4
Celâl Bayar,İzmir,4
Celal Nuri İleri,Tekirdağ,4
Celal Sahir Erozan,Zonguldak,4
Cemal Akçin,Afyonkarahisar,4
Cemil Uybadın,Tekirdağ,4
Cevat Abbas Gürer,Bitlis,4
Damar Arıkoğlu,Adana,4
Edip Servet Tör,Gümüşhane,4
Emin Aslan Tokat,Denizli,4
Emin Cemal Suda,Bitlis,4
Emin Fikri Eralp,Bursa,4
Emin Gevecioğlu,Samsun,4
Emin Sazak,Eskişehir,4
Enis Avni Akagündüz,Ankara,4
Enver Adakan,Balıkesir,4
Esat Özoğuz,Rize,4
Esat Sagay,Bursa,4
Eşref Demirel,Ankara,4
Ethem Tuncay,Samsun,4
Faik Kaltakkıran,Edirne,4
Faik Öztrak,Tekirdağ,4
Faik Permek,Kars,4
Falih Rıfkı Atay,Bitlis,4
Fazıl Ahmet Aykaç,Elazığ,4
Ferit Celal Güven,Mersin,4
Fuat Ağralı,Elazığ,4
Fuat Umay,Kırklareli,4
Fuat Ziya Çiyiltepe,Elazığ,4
Galip Kahraman,Bursa,4
Hacim Muhittin Çarıklı,Balıkesir,4
Hafız Emin İnankur,İçel (Silifke),4
Hafız İbrahim Demiralay,Isparta,4
Hafız Mehmet Şahin,Gaziantep,4
Hakkı Erbay,Trabzon,4
Hakkı Tarık Us,Giresun,4
Hakkı Ungan,Van,4
Halil Benli,Kütahya,4
Halil Boztepe,Trabzon,4
Halil Ethem Eldem,İstanbul,4
Halil Hulki Ayrım,Siirt,4
Halil İbrahim Nakıpoğlu,Konya,4
Halil Menteşe,İzmir,4
Halil Tekşen,Kastamonu,4
Halil Türkmen,Zonguldak,4
Halil Yaralı,Manisa,4
Halit Bayrak,Bayazıt (Ağrı),4
Halit Ferit Mıhcıoğlu,Ankara,4
Halit Mengi,Ordu,4
Halit Onaran,Bolu,4
Halit Onaran,Burdur,4
Hamdi Aksoy,İzmir,4
Hasan Basri Demir,Cebel-i Bereket (Osmaniye),4
Hasan Cavit Belül,Rize,4
Hasan Cemil Çambel,Bitlis,4
Hasan Denek,Ankara,4
Hasan Fehmi Ataç,Gümüşhane,4
Hasan Fehmi Tümerkan,Kastamonu,4
Hasan Hayri Tan,Edirne,4
Hasan Hayrullah Ergin,İstanbul,4
Hasan Hüsnü Kitapçı,İzmir,4
Hasan Karabacak,Zonguldak,4
Hasan Refet Canıtez,Bursa,4
Hasan Reşit Tankut,Muş,4
Hasan Ruşeni Barkın,Samsun,4
Hasan Saka,Trabzon,4
Hasan Tahsin Berk,Elazığ,4
Hasan Tahsin San,Aydın,4
Hasan Tahsin Uzer,Konya,4
Hasan Vasfi Sevig,Şebinkarahisar,4
Hayrettin Karan,Bilecik,4
Hilmi Oytaç,Malatya,4
Hilmi Uran,Adana,4
Hulusi Oruçoğlu,Sinop,4
Hüseyin Avni Ercan,Muğla,4
Hüseyin Aziz Akyürek,Erzurum,4
Hüseyin Fatin Güvendiren,Trabzon,4
Hüseyin Gökçelik,Elazığ,4
Hüseyin Hüsnü Konay,Tokat,4
Hüseyin Hüsnü Özdamar,Isparta,4
Hüseyin Sırrı Bellioğlu,Kocaeli,4
Hüseyin Vasıf Çınar,İzmir,4
İbrahim Alaettin Gövsa,Sinop,4
İbrahim Arvas,Hakkâri,4
İbrahim Cevdet Yörük,Balıkesir,4
İbrahim Çolak,Bilecik,4
İbrahim Esat Çakmakkaya,Zonguldak,4
İbrahim Kazım Tahtakılıç,Kütahya,4
İbrahim Mete,Cebel-i Bereket (Osmaniye),4
İbrahim Süreyya Yiğit,Kocaeli,4
İbrahim Talî Öngören,İstanbul,4
İdris Hakkı Löker,Kütahya,4
İhsan Sökmen,Giresun,4
İhsan Tav,Bayazıt (Ağrı),4
İrfan Ferit Alpaya,Mardin,4
İsmail Çamaş,Niğde,4
İsmail Hakkı Erel,Erzurum,4
İsmail Hakkı Kılıçoğlu,Muş,4
İsmail Hakkı Mumcu,Amasya,4
İsmail Hakkı Uzmay,Bitlis,4
İsmail Hakkı Uzunçarşılı,Balıkesir,4
İsmail Kemal Alpsar,Çorum,4
İsmail Memet Uğur,Sivas,4
İsmail Sabuncu,Şebinkarahisar,4
İsmet Eker,Çorum,4
İsmet İnönü,Malatya,4
İzzet Akosman,Afyonkarahisar,4
İzzet Ulvi Aykurt,Afyonkarahisar,4
Kâzım İnanç,İzmir,4
Kâzım Özalp,Balıkesir,4
Kazım Samanlı,Denizli,4
Kazım Sevüktekin,Diyarbakır,4
Kemal Zaim Sunel,Konya,4
Kemalettin Olpak,Kocaeli,4
Lütfi Müfit Özdeş,Kırşehir,4
Mahmut Esat Bozkurt,İzmir,4
Mahmut Faik Soylu,Ordu,4
Mahmut Nedim Soydan,Siirt,4
Mahmut Nedim Zabcı,Malatya,4
Mahmut Odabaşı,Urfa,4
Mazhar Germen,Aydın,4
Mazhar Müfit Kansu,Denizli,4
Mehmet Ali Okar,Artvin,4
Mehmet Atıf Tüzün,Rize,4
Mehmet Avni Doğan,Yozgat,4
Mehmet Bahaettin Öngören,Kars,4
Mehmet Emin Yurdakul,Urfa,4
Mehmet Emir,Balıkesir,4
Mehmet Erten,Maraş,4
Mehmet Güneşdoğdu,Samsun,4
Mehmet Hakkı Saydam,İçel (Silifke),4
Mehmet Kani Karaosmanoğlu,Manisa,4
Mehmet Mithat Alan,Maraş,4
Mehmet Münir Çağıl,Çorum,4
Mehmet Nafiz Aktin,Amasya,4
Mehmet Nafiz Dumlu,Erzurum,4
Mehmet Naim Onat,Konya,4
Mehmet Naki Yücekök,Muş,4
Mehmet Nazif Sirel,Kars,4
